Date / Time;Event Id;Failure Class;UE Type;Market;Operator;Cell Id;Duration;Cause Code;NE Version;IMSI;HIER3_ID;HIER32_ID;HIER321_ID
2/19/13 20:02;4098;4;33001953;405;1;1;1005;1;13A;191911000518093;1771871205659990020;91747911120979008;6281097336314240000
2/19/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000570724;988658112808585980;9002546385437160400;6597184602100469800
2/19/13 20:02;4098;2;33001953;405;1;2;1005;1;13A;191911000342568;8751144206369819600;2571103220518159900;2747659805683050000
2/19/13 20:00;4098;2;33001953;405;1;1;1005;1;13A;191911000154214;8613738251246090200;8960318297338829800;8699823056338880500
2/19/13 21:02;4098;3;33001953;405;1;3;1005;1;13A;191911000088260;4398058196949049900;4714119490375400400;8053488740626889700
2/20/13 19:39;4098;2;33001953;405;1;4;1005;1;13A;191911000320168;3251885725562059800;5343394750510829600;660260892707506050
2/20/13 19:36;4098;0;33001953;405;1;4;1005;1;13A;191911000261177;8110171749437400100;4878066169482720300;960719042038061060
2/20/13 19:37;4098;2;33001953;405;1;2;6;1;13A;191911000034206;566073587880600000;3767343211991119900;5564561049136069600
2/20/13 5:56;4098;0;33001953;405;1;4;1005;1;13A;191911000261177;8110171749437400100;4878066169482720300;960719042038061060
2/20/13 20:02;4098;4;33001953;405;1;1;1005;1;13A;191911000518093;1771871205659990020;91747911120979008;6281097336314240000
2/20/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000570724;988658112808585980;9002546385437160400;6597184602100469800
2/20/13 20:02;4098;2;33001953;405;1;2;1005;1;13A;191911000342568;8751144206369819600;2571103220518159900;2747659805683050000
2/20/13 20:00;4098;2;33001953;405;1;1;1005;1;13A;191911000154214;8613738251246090200;8960318297338829800;8699823056338880500
2/20/13 21:02;4098;3;33001953;405;1;3;1005;1;13A;191911000088260;4398058196949049900;4714119490375400400;8053488740626889700
2/21/13 5:33;4098;2;33001953;405;1;4;1005;1;13A;191911000320168;3251885725562059800;5343394750510829600;660260892707506050
2/21/13 19:36;4098;0;33001953;405;1;4;1005;1;13A;191911000261177;8110171749437400100;4878066169482720300;960719042038061060
2/21/13 19:37;4098;2;33001953;405;1;2;6;1;13A;191911000034206;566073587880600000;3767343211991119900;5564561049136069600
2/21/13 5:56;4098;0;33001953;405;1;4;1005;1;13A;191911000261177;8110171749437400100;4878066169482720300;960719042038061060
2/21/13 20:02;4098;4;33001953;405;1;1;1005;1;13A;191911000518093;1771871205659990020;91747911120979008;6281097336314240000
2/21/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000570724;988658112808585980;9002546385437160400;6597184602100469800
2/21/13 20:02;4098;2;33001953;405;1;2;1005;1;13A;191911000342568;8751144206369819600;2571103220518159900;2747659805683050000
2/21/13 20:00;4098;2;33001953;405;1;1;1005;1;13A;191911000154214;8613738251246090200;8960318297338829800;8699823056338880500
2/21/13 21:02;4098;3;33001953;405;1;3;1005;1;13A;191911000088260;4398058196949049900;4714119490375400400;8053488740626889700
2/22/13 5:33;4098;2;33001953;405;1;4;1005;1;13A;191911000320168;3251885725562059800;5343394750510829600;660260892707506050
2/22/13 19:36;4098;0;33001953;405;1;4;1005;1;13A;191911000261177;8110171749437400100;4878066169482720300;960719042038061060
2/22/13 19:37;4098;2;33001953;405;1;2;6;1;13A;191911000034206;566073587880600000;3767343211991119900;5564561049136069600
2/22/13 5:56;4098;0;33001953;405;1;4;1005;1;13A;191911000261177;8110171749437400100;4878066169482720300;960719042038061060
2/22/13 20:02;4098;4;33001953;405;1;1;1005;1;13A;191911000518093;1771871205659990020;91747911120979008;6281097336314240000
2/22/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000570724;988658112808585980;9002546385437160400;6597184602100469800
2/22/13 20:02;4098;2;33001953;405;1;2;1005;1;13A;191911000342568;8751144206369819600;2571103220518159900;2747659805683050000
2/22/13 20:00;4098;2;33001953;405;1;1;1005;1;13A;191911000154214;8613738251246090200;8960318297338829800;8699823056338880500
2/22/13 21:02;4098;3;33001953;405;1;3;1005;1;13A;191911000088260;4398058196949049900;4714119490375400400;8053488740626889700
2/19/13 20:04;4098;0;33001953;405;1;1;1005;1;13A;191911000599586;1438886119769260030;362832193724582020;6158840139775649800
2/20/13 20:04;4098;0;33001953;405;1;1;1005;1;13A;191911000599586;1438886119769260030;362832193724582020;6158840139775649800
2/21/13 20:04;4098;0;33001953;405;1;1;1005;1;13A;191911000599586;1438886119769260030;362832193724582020;6158840139775649800
2/22/13 20:04;4098;0;33001953;405;1;1;1005;1;13A;191911000599586;1438886119769260030;362832193724582020;6158840139775649800
2/19/13 19:39;4098;0;33001953;405;1;2;1005;1;13A;191911000072050;160909486192190016;1099791900704839940;1851906915302889980
2/19/13 20:03;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/19/13 20:02;4098;4;33001953;405;1;2;1005;1;13A;191911000139663;1308837233361329920;6273333294672589800;6731615129288070100
2/19/13 20:03;4098;0;33001953;405;1;4;1005;1;13A;191911000057729;136847970200118000;6561229973670060000;5903415899824619500
2/19/13 20:03;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/19/13 21:04;4098;3;33001953;405;1;2;1005;1;13A;191911000551266;2951201705498169900;8552600945247970300;1522339602661890050
2/19/13 21:02;4098;3;33001953;405;1;4;1005;1;13A;191911000390350;4227163438543050200;3531992117552640000;4634154613358359600
2/20/13 19:39;4098;0;33001953;405;1;2;1005;1;13A;191911000072050;160909486192190016;1099791900704839940;1851906915302889980
2/20/13 13:18;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/20/13 20:02;4098;4;33001953;405;1;2;1005;1;13A;191911000139663;1308837233361329920;6273333294672589800;6731615129288070100
2/20/13 20:03;4098;0;33001953;405;1;4;1005;1;13A;191911000057729;136847970200118000;6561229973670060000;5903415899824619500
2/20/13 20:03;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/20/13 21:04;4098;3;33001953;405;1;2;1005;1;13A;191911000551266;2951201705498169900;8552600945247970300;1522339602661890050
2/20/13 21:02;4098;3;33001953;405;1;4;1005;1;13A;191911000390350;4227163438543050200;3531992117552640000;4634154613358359600
2/21/13 19:39;4098;0;33001953;405;1;2;1005;1;13A;191911000072050;160909486192190016;1099791900704839940;1851906915302889980
2/21/13 13:18;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/21/13 20:02;4098;4;33001953;405;1;2;1005;1;13A;191911000139663;1308837233361329920;6273333294672589800;6731615129288070100
2/21/13 20:03;4098;0;33001953;405;1;4;1005;1;13A;191911000057729;136847970200118000;6561229973670060000;5903415899824619500
2/21/13 20:03;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/21/13 21:04;4098;3;33001953;405;1;2;1005;1;13A;191911000551266;2951201705498169900;8552600945247970300;1522339602661890050
2/21/13 21:02;4098;3;33001953;405;1;4;1005;1;13A;191911000390350;4227163438543050200;3531992117552640000;4634154613358359600
2/22/13 19:39;4098;0;33001953;405;1;2;1005;1;13A;191911000072050;160909486192190016;1099791900704839940;1851906915302889980
2/22/13 13:18;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/22/13 20:02;4098;4;33001953;405;1;2;1005;1;13A;191911000139663;1308837233361329920;6273333294672589800;6731615129288070100
2/22/13 20:03;4098;0;33001953;405;1;4;1005;1;13A;191911000057729;136847970200118000;6561229973670060000;5903415899824619500
2/22/13 20:03;4098;3;33001953;405;1;1;1005;1;13A;191911000269383;6631622338461769700;903881281001927940;2916283845611550200
2/22/13 21:04;4098;3;33001953;405;1;2;1005;1;13A;191911000551266;2951201705498169900;8552600945247970300;1522339602661890050
2/22/13 21:02;4098;3;33001953;405;1;4;1005;1;13A;191911000390350;4227163438543050200;3531992117552640000;4634154613358359600
2/19/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/19/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/19/13 20:02;4098;0;33001953;405;1;4;1005;1;13A;191911000601148;394806583764361020;7258472091934610400;5617810940266399700
2/19/13 20:04;4098;2;33001953;405;1;3;1005;1;13A;191911000033131;629892923360585980;6551142163613360100;6378519437240890400
2/19/13 20:01;4098;2;33001953;405;1;3;1005;1;13A;191911000148361;1272848004333809920;8042068689765439500;846858796303522050
2/19/13 20:04;4098;1;33001953;405;1;2;1005;1;13A;191911000003833;3735946949517669900;8103078671416269800;4706307822318430200
2/19/13 21:01;4098;2;33001953;405;1;3;1005;1;13A;191911000021121;5990040447850810400;4173989014826129900;6423140930350090200
2/19/13 21:02;4098;0;33001953;405;1;1;1005;1;13A;191911000578815;4782761298297730000;3251665912968170000;3677731476452639700
2/20/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/20/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/20/13 20:01;4098;0;33001953;405;1;4;1005;1;13A;191911000601148;394806583764361020;7258472091934610400;5617810940266399700
2/20/13 20:04;4098;2;33001953;405;1;3;1005;1;13A;191911000033131;629892923360585980;6551142163613360100;6378519437240890400
2/20/13 20:01;4098;2;33001953;405;1;3;1005;1;13A;191911000148361;1272848004333809920;8042068689765439500;846858796303522050
2/20/13 20:04;4098;1;33001953;405;1;2;1005;1;13A;191911000003833;3735946949517669900;8103078671416269800;4706307822318430200
2/20/13 21:01;4098;2;33001953;405;1;3;1005;1;13A;191911000021121;5990040447850810400;4173989014826129900;6423140930350090200
2/20/13 20:24;4098;0;33001953;405;1;1;1005;1;13A;191911000578815;4782761298297730000;3251665912968170000;3677731476452639700
2/21/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/21/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/21/13 20:01;4098;0;33001953;405;1;4;1005;1;13A;191911000601148;394806583764361020;7258472091934610400;5617810940266399700
2/21/13 20:04;4098;2;33001953;405;1;3;1005;1;13A;191911000033131;629892923360585980;6551142163613360100;6378519437240890400
2/21/13 20:01;4098;2;33001953;405;1;3;1005;1;13A;191911000148361;1272848004333809920;8042068689765439500;846858796303522050
2/21/13 20:04;4098;1;33001953;405;1;2;1005;1;13A;191911000003833;3735946949517669900;8103078671416269800;4706307822318430200
2/21/13 21:01;4098;2;33001953;405;1;3;1005;1;13A;191911000021121;5990040447850810400;4173989014826129900;6423140930350090200
2/21/13 20:24;4098;0;33001953;405;1;1;1005;1;13A;191911000578815;4782761298297730000;3251665912968170000;3677731476452639700
2/22/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/22/13 19:37;4098;0;33001953;405;1;3;1005;1;13A;191911000392384;659635271847462020;7967558732215060500;2491334988456840200
2/22/13 20:01;4098;0;33001953;405;1;4;1005;1;13A;191911000601148;394806583764361020;7258472091934610400;5617810940266399700
2/22/13 20:04;4098;2;33001953;405;1;3;1005;1;13A;191911000033131;629892923360585980;6551142163613360100;6378519437240890400
2/22/13 20:01;4098;2;33001953;405;1;3;1005;1;13A;191911000148361;1272848004333809920;8042068689765439500;846858796303522050
2/22/13 20:04;4098;1;33001953;405;1;2;1005;1;13A;191911000003833;3735946949517669900;8103078671416269800;4706307822318430200
2/22/13 21:01;4098;2;33001953;405;1;3;1005;1;13A;191911000021121;5990040447850810400;4173989014826129900;6423140930350090200
2/22/13 20:24;4098;0;33001953;405;1;1;1005;1;13A;191911000578815;4782761298297730000;3251665912968170000;3677731476452639700
2/19/13 19:37;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/19/13 19:35;4098;4;33001953;405;1;3;1005;1;13A;191911000510360;2686174201329580000;7928154428950740000;3915542693221400100
2/19/13 19:37;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/19/13 19:35;4098;3;33001953;405;1;4;1005;1;13A;191911000472685;9172967194864300000;4914997857888159700;4854162615213500400
2/19/13 19:37;4098;3;33001953;405;1;4;1005;1;13A;191911000041480;7965988180894480400;7556209625929709600;4880775985620160500
2/19/13 20:00;4098;0;33001953;405;1;1;1005;1;13A;191911000215314;4235949005447839700;4358288754235760100;5670418009121840100
2/19/13 20:01;4098;3;33001953;405;1;4;1005;1;13A;191911000419289;7142557242319970300;7008191175983779800;7840499693136830500
2/19/13 21:00;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/19/13 21:00;4098;1;33001953;405;1;2;1005;1;13A;191911000587386;6874374296266829800;1965815500835520000;5349582282336390100
2/19/13 21:00;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/20/13 19:37;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/20/13 19:35;4098;4;33001953;405;1;3;1005;1;13A;191911000510360;2686174201329580000;7928154428950740000;3915542693221400100
2/20/13 8:32;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/20/13 19:20;4098;3;33001953;405;1;4;1005;1;13A;191911000472685;9172967194864300000;4914997857888159700;4854162615213500400
2/20/13 19:37;4098;3;33001953;405;1;4;1005;1;13A;191911000041480;7965988180894480400;7556209625929709600;4880775985620160500
2/20/13 20:00;4098;0;33001953;405;1;1;1005;1;13A;191911000215314;4235949005447839700;4358288754235760100;5670418009121840100
2/20/13 20:01;4098;3;33001953;405;1;4;1005;1;13A;191911000419289;7142557242319970300;7008191175983779800;7840499693136830500
2/20/13 21:00;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/20/13 21:00;4098;1;33001953;405;1;2;1005;1;13A;191911000587386;6874374296266829800;1965815500835520000;5349582282336390100
2/20/13 20:44;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/21/13 19:37;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/21/13 19:35;4098;4;33001953;405;1;3;1005;1;13A;191911000510360;2686174201329580000;7928154428950740000;3915542693221400100
2/21/13 8:32;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/21/13 19:20;4098;3;33001953;405;1;4;1005;1;13A;191911000472685;9172967194864300000;4914997857888159700;4854162615213500400
2/21/13 19:37;4098;3;33001953;405;1;4;1005;1;13A;191911000041480;7965988180894480400;7556209625929709600;4880775985620160500
2/21/13 20:00;4098;0;33001953;405;1;1;1005;1;13A;191911000215314;4235949005447839700;4358288754235760100;5670418009121840100
2/21/13 20:01;4098;3;33001953;405;1;4;1005;1;13A;191911000419289;7142557242319970300;7008191175983779800;7840499693136830500
2/21/13 21:00;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/21/13 21:00;4098;1;33001953;405;1;2;1005;1;13A;191911000587386;6874374296266829800;1965815500835520000;5349582282336390100
2/21/13 20:44;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/22/13 19:37;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/22/13 19:35;4098;4;33001953;405;1;3;1005;1;13A;191911000510360;2686174201329580000;7928154428950740000;3915542693221400100
2/22/13 8:32;4098;4;33001953;405;1;2;1005;1;13A;191911000187300;8081090519655180300;975049297170439940;817895669383880960
2/22/13 19:20;4098;3;33001953;405;1;4;1005;1;13A;191911000472685;9172967194864300000;4914997857888159700;4854162615213500400
2/22/13 19:37;4098;3;33001953;405;1;4;1005;1;13A;191911000041480;7965988180894480400;7556209625929709600;4880775985620160500
2/22/13 20:00;4098;0;33001953;405;1;1;1005;1;13A;191911000215314;4235949005447839700;4358288754235760100;5670418009121840100
2/22/13 20:01;4098;3;33001953;405;1;4;1005;1;13A;191911000419289;7142557242319970300;7008191175983779800;7840499693136830500
2/22/13 21:00;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/22/13 21:00;4098;1;33001953;405;1;2;1005;1;13A;191911000587386;6874374296266829800;1965815500835520000;5349582282336390100
2/22/13 20:44;4098;2;33001953;405;1;3;1005;1;13A;191911000390547;3827746706466149900;1512846385242230020;5042866875463640100
2/19/13 19:37;4098;3;33001953;405;1;1;1005;1;13A;191911000336539;4835536039736710100;5787592700442470400;9116554144813360100
2/19/13 19:38;4098;1;33001953;405;1;3;1005;1;13A;191911000397735;894513192248633980;6675982232987459600;386994179885851010
2/19/13 19:37;4098;3;33001953;405;1;1;1005;1;13A;191911000336539;4835536039736710100;5787592700442470400;9116554144813360100
2/19/13 20:03;4098;3;33001953;405;1;3;1005;1;13A;191911000299626;864755292622114940;6511906119529740300;4840366112372280300
2/19/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000181024;8029762357766469600;7895700217542700000;420498414486766020
2/19/13 20:02;4098;3;33001953;405;1;2;1005;1;13A;191911000509515;7264066330918400000;940291969364753020;819300876354392960
2/19/13 21:03;4098;0;33001953;405;1;1;1005;1;13A;191911000560407;6358974462032119800;3330956832013850100;5738847621537059800
2/19/13 21:04;4098;1;33001953;405;1;3;1005;1;13A;191911000383003;3150813354239710200;6519785635792669700;2150827656294609920
2/19/13 21:02;4098;3;33001953;405;1;4;1005;1;13A;191911000344916;6776659498370830300;1116571427777170050;451203437398204030
2/20/13 19:37;4098;3;33001953;405;1;1;1005;1;13A;191911000336539;4835536039736710100;5787592700442470400;9116554144813360100
2/20/13 19:38;4098;1;33001953;405;1;3;1005;1;13A;191911000397735;894513192248633980;6675982232987459600;386994179885851010
2/20/13 19:37;4098;3;33001953;405;1;1;1005;1;13A;191911000336539;4835536039736710100;5787592700442470400;9116554144813360100
2/20/13 20:03;4098;3;33001953;405;1;3;1005;1;13A;191911000299626;864755292622114940;6511906119529740300;4840366112372280300
2/20/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000181024;8029762357766469600;7895700217542700000;420498414486766020
2/20/13 20:02;4098;3;33001953;405;1;2;1005;1;13A;191911000509515;7264066330918400000;940291969364753020;819300876354392960
2/20/13 21:03;4098;0;33001953;405;1;1;1005;1;13A;191911000560407;6358974462032119800;3330956832013850100;5738847621537059800
2/20/13 21:04;4098;1;33001953;405;1;3;1005;1;13A;191911000383003;3150813354239710200;6519785635792669700;2150827656294609920
2/20/13 21:02;4098;3;33001953;405;1;4;1005;1;13A;191911000344916;6776659498370830300;1116571427777170050;451203437398204030
2/21/13 17:30;4098;3;33001953;405;1;1;1005;1;13A;191911000336539;4835536039736710100;5787592700442470400;9116554144813360100
2/21/13 4:54;4098;1;33001953;405;1;3;1005;1;13A;191911000397735;894513192248633980;6675982232987459600;386994179885851010
2/21/13 19:37;4098;3;33001953;405;1;1;1005;1;13A;191911000336539;4835536039736710100;5787592700442470400;9116554144813360100
2/21/13 20:03;4098;3;33001953;405;1;3;1005;1;13A;191911000299626;864755292622114940;6511906119529740300;4840366112372280300
2/21/13 20:02;4098;2;33001953;405;1;1;1005;1;13A;191911000181024;8029762357766469600;7895700217542700000;420498414486766020
